,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532206,-1.6257996059973527,1.048152463787994,0.9356890228558149,-0.9173971911208554,1.027782801634607,-0.8315387568468644,-1.471237839221269,0.5151837567101257,0.44949780610586143,-1.2428653296897836,-0.16977154173893813,-0.859327895933257,-0.26310506017287444,1.3611262092671121,-0.6554178052059585,0.8885248839463669,0.09972378231788331,-0.4706070616459896,0.012551823372866417,0.192365758345128,0.19905456065958804,-0.5028907362905412,0.22833715281574882,-0.3527442885183281,3
1,-4.356073800672287,-0.06828908459610047,2.0161738789592563,1.5167825598014146,0.4188641500881932,-0.5825346369820879,-1.7148938853698383,0.026680837075240584,0.9852777261265528,0.8307246040106177,-1.7235565666114994,1.171481204490361,0.2655749883632975,0.2764253312481178,0.13361474257891318,-0.15766363626193672,0.5058845381894661,-0.35913419592113355,0.4208030464384766,-0.9290580163248258,-0.49504058408098317,0.30601854863834527,-0.8883671294954496,-0.23723598586238684,-0.7100424708480797,3
2,-4.243180593897774,2.560961621101442,4.363071909949571,-0.18253227544734482,-1.7738799941323398,-0.3628731387993008,-0.43152756794125574,1.308031799711236,0.44978089644760705,1.9575299671388209,0.1893549597982662,2.290069103793355,-1.1978075888103952,0.13115984063521213,0.7868889415959766,-1.2679364705251222,-0.6246276084927463,0.5046827453753986,0.559194937947982,0.08161800299328555,-0.2560915179478352,-0.24287228736992614,-0.4347244400532331,-0.3567238250732932,0.6469960383195537,4
3,3.01374848244046,0.7259831169811234,2.326672073071529,3.2881827864453608,2.3095736025669273,1.9099851671964028,1.08311915521095,-0.22678647572419564,-0.11298768769645784,-0.191131556061594,-0.13919677632129226,-1.4086158340271535,-0.38401990096418065,1.1510026166434444,0.5049615044176663,1.558103681589935,-0.27350099218644813,0.8912814596989308,-1.5335828820389477,0.7000661880153917,0.11340176353334912,-0.18643848269770746,-0.5660170999849277,-0.06606873024936194,-0.5000483553247234,3
4,-4.246564872071698,5.9666004497147656,-0.246302057348917,0.7899785226475743,2.09676125550317,-1.7123393665878044,0.7690247723748036,-0.516949716080134,0.7885774242555972,1.1256382610100675,-1.6424601310549887,0.14282769628749717,-0.72786504354121,-0.05162604892070041,-1.5095159285817112,0.6522736700912862,0.6141788039500286,-0.29579284753959795,0.9704685562329649,-1.1799837743718804,0.7938592310678676,-0.10704606740134859,-0.21816737377285406,0.45697289805369107,-0.1478942081669463,3
5,-3.337251008789023,-1.7363754334268053,1.090928120298818,-0.3737895039303177,-1.4838690322599606,-0.5640975174226692,-1.7118322330668727,1.1776294475661653,0.2760563117432481,1.330752466379751,2.013072131648457,1.6792984160897977,1.543133422860138,0.10692917646757881,1.1925520596630026,0.6094781185388476,0.32291027230970754,-0.06024485108494182,-0.6781069783718559,1.1507121027331084,0.3256114683341406,-0.2504169129548611,-0.30822053143153244,0.41104549075060587,-0.09073593361741292,4
6,-0.34280111047220174,4.416655794839535,-1.3269348641361791,1.2799355562059804,-0.5828017018310322,-0.08167674561637923,-0.8570998142442988,-0.5981980664046876,0.9379436495837229,0.31126629842791026,-1.125389995798726,1.33215073558267,-0.47906210848458236,-0.3893377717566029,-1.787372692270972,-0.5291513320179532,0.4890406199325433,-0.258431722453748,0.8835046382509087,-0.7605468075424985,0.6604433014666236,0.09113044461021666,-0.35461009598464316,0.43125950605954877,-0.21099707709516424,3
7,-3.2840983805968085,3.9887517004497717,0.05900996699948679,-0.7409361204629029,-1.7106819493696592,-2.741404144933272,0.5668557439106224,-1.4675847954852803,-0.9256534439597278,-1.0324167444945176,1.5705815935034302,0.6504429673447886,0.8048971414545044,-0.19115177459431051,0.49113856634858705,-0.10986645700827308,-0.9949815396623735,1.6421098015832598,-0.24795161171663505,-0.6344971087062816,0.13821034493205497,0.260422594624609,0.23486080363243267,-1.1087886991645268,0.3623677570352582,3
8,-3.134083109356491,6.285827528876235,0.4151201168911659,-0.8524232283818303,-0.20543842608342264,-1.3144941459083344,1.8319538591093871,1.564107096363776,-1.6649931352492235,0.5661516853549192,-0.6283400417718518,0.49961702421361864,-0.0645296888622848,0.4353703498682656,1.120251153694839,-0.8775412595263162,-0.21157466017578064,-1.4588475048671838,0.8073654781439079,1.4731041642085099,0.6582076331931163,-0.7957829621579479,0.7759621129459298,-0.151996519850252,-0.24284074179315807,3
9,-3.2975459958203373,1.7473883679807551,-1.4383459893766857,-1.1794552286466533,1.149213980872326,0.044455941669268716,-2.1195818068936405,-0.5466358888723718,0.21021791947611737,-1.3555310609990348,1.2763376127971364,-0.036878426882211504,-0.002898060225312599,-0.008954432479220396,0.4662378466376228,-0.1115183412656968,-1.041965998751294,-0.6721838274577251,-0.7561794862356651,-0.18942963572979094,0.265940112060834,0.07939552040480073,0.6698369065117443,-0.4287239680615583,0.4213016990659878,3
10,-3.3969780292799525,-0.5513475546742579,-0.4357908756918678,-0.31712039877250425,0.8596750745359019,-0.20599788992159412,1.2417355645757477,-0.7499278812416881,0.7803875323180874,0.05892840167174403,-0.16948978397551973,0.09733872699403831,1.9204623429732337,-0.2437136961144703,0.45540507987212503,0.5883680336615273,-0.7451523697842569,1.1093013848603328,2.1806667644359337,-0.12074919829180268,-0.07430579245033389,0.42919429690867483,-0.30988116076110983,0.3953880349654325,-0.15816926937850911,3
11,-4.079364482894813,6.983723658548226,2.574056492990686,0.10427619861531377,-0.4315848727830476,0.623772430864735,-1.8259799844616171,-1.1456654611596548,-0.3960391548027111,0.852894181567849,-0.790055145961043,0.0782962387935335,-0.3187144664204503,0.709307141820765,0.9134938807154634,0.9900783600754501,0.6681705183650207,0.06256969707166116,-0.18601762266980498,1.1415579621339205,-0.03860997955331694,2.382166092543747,-0.3502755509255576,-1.2478040476300865,-0.1847041174406495,3
12,-4.299343598327286,4.307220803132797,1.224066760074371,0.8851838707160455,-1.3249266843120666,0.35717678764246374,1.9676939454176932,-0.5857999076902525,3.2714150944537796,1.020668213295739,0.18052637697925628,0.21014849042001216,-1.2504010251007924,-2.2638059843462686,-0.8756044938582769,1.6547002876298333,0.1439646845730627,0.2221585088637157,-1.4968645513320304,0.2746058178981418,0.09504167139872065,0.06402167299535584,-0.4571380742754039,0.2018770012978249,-0.2218610259744327,4
13,-0.6452672636125221,-1.7612996829194953,-2.776861480739234,-1.2621031255399278,0.4343108589069325,-0.41571262527483804,-0.9544025073773654,-0.13644959965573414,0.10782586449714097,-1.179826620331185,-0.7461287972205439,-0.37008877896359343,-0.786231406378406,-1.6880547279789246,0.24795424637427013,0.018351633653379766,-0.012238962610353664,-0.3075391976466898,-0.25189551449168013,-0.2561209765226553,0.16899504365890458,-0.030533761421951976,-0.27606437912333964,0.4418132721828123,-0.07639601388537023,3
14,-3.2496346331137627,3.4117578117955554,-1.376911938041527,0.06142142334540621,-0.7467058047035733,-0.4072350109233424,-0.0788690025501394,-1.1294687005852422,1.395669858499271,0.38588084859655314,-1.3018779547307295,-0.33496034378731426,0.7037605543755835,0.08919095126068782,-0.1653063005231548,1.3598255045447594,0.6181674514454897,-1.1570300290473101,0.6526168242920827,-0.2552702701452129,0.24926207377027335,-0.006390282187908517,-0.29630050063245766,-0.5686764941652548,0.7294445819579074,3
15,-3.3405524050244497,0.4607390846028994,-0.39221779478123386,-0.3674368067782381,0.15583112973591262,-1.3567847223917378,-0.15510932205408295,-1.410595187541916,-0.027618776945124025,-0.15100728948151176,-0.5984625659390391,-1.5405789876408333,-0.640120900092852,0.07403160511800473,-1.0954551102577592,0.7781048135168037,-0.33124701803180234,-0.32109730297717315,-0.5672500583830812,-0.15757470785941546,-0.27193636421743544,0.6470004592771191,0.6801254567752346,0.2506327321346828,-0.14933431577190737,3
16,5.088369062944444,5.926220116603487,-0.004249038411953661,4.189230278598995,-1.2231490095044162,-0.47580690337769765,0.8064241019996106,-0.518615209006356,-0.21778468826819786,-0.45138531888875405,0.75053077349387,0.10691136629367144,0.596041921998145,1.0988282141357089,-0.7807042237644696,-0.8817677648066831,1.7249845192490922,-0.23549472626416076,-0.685147151670431,1.1182261901656205,0.04279341797990822,0.674259401230982,0.5036851421435671,0.20515102528809204,-0.17710038185682664,3
17,-3.0943737352196554,4.786319269158726,1.4745823728540333,-0.4077315622377266,0.23269993909288486,1.1021841190783968,-0.0692136112898274,-0.7017034549920141,0.04265138051126493,0.33102922480917346,-1.8629034306828522,-1.6878945781327057,-1.0954986495093202,0.7326436627244801,-0.8795030113342106,-0.6047479588056734,0.6025114072560871,0.13481632741733365,-0.00845460841505709,0.024115139440173187,0.8149392523814717,-1.5470026855510746,0.44146397283597794,1.0948777882916743,0.34960950041477473,3
18,-3.429071320024227,-2.6477838366082467,-1.0755338639278538,-0.4127465509193147,-0.9669470778395215,0.7242582080990368,-1.2834489478177864,-0.8994895538565744,0.6431580390070648,1.2527717131059477,1.2032065952245872,-1.3248195279228991,-1.5144294170607233,0.379724764330289,-1.407260719115115,0.5398482150317636,0.6390934936630486,1.1448262071118553,0.1894678892576542,-0.6405543452364524,0.001992280408602502,0.4999044140236252,0.6502548938084832,-0.3888695135935105,0.30268516461490114,4
19,-3.1329004350021665,5.054240442352414,-0.2837706390468518,0.634209236802805,-2.04828437999052,-0.2447738937755586,0.5632527980533198,2.467869313443692,-0.8340388289470063,1.441442112280001,-0.27943346565266924,0.9087035680177444,-0.48683249634561865,0.21300121944740447,1.0576676357712052,-0.5123762582137374,0.8865199425291793,1.4732454966740844,-0.9640996518660444,0.8028329622034894,0.3991609027621941,0.13682569024331792,0.23979374619111304,-0.13270930590291394,-0.7031054144908148,3
20,-0.5851258374330651,-1.7862389861735934,-1.7080607557995635,1.10874509683974,-0.4459018743386129,-0.8847985798832771,-1.2721886890974645,-0.5574877124876249,0.7339518114576278,0.4639002017636378,-1.05329389406529,0.26970559036741515,-1.1007662638903262,-1.1525501914602534,-0.7287873489944062,1.395846595911334,0.17413105143067453,-0.30596984601112565,-0.4002001417654994,-0.47755736371262086,0.16057067416203014,0.0542941032293149,-0.31730011175591344,0.3756210176262452,-0.2535101138687249,3
21,-3.283336411887767,0.013998133411665694,0.29828953999687086,-1.3290116393519964,0.6916562423014867,0.9115169903081283,-2.2421608490693643,-0.46134575648098347,1.5882468976183288,-1.4013336160907626,1.7178467857058295,-0.6941821493602016,0.10061632170757594,-0.0725534294928065,-1.044486934194666,0.4686986011569063,0.2365660958571843,-0.11314799277978899,0.18790320091383705,-0.6690077262044766,-0.7475668485032454,0.36569903169740464,-0.7311605792342348,0.02116400336257395,-0.45726519853360137,3
22,1.6395659948979866,-0.3431622916183574,-1.39541371519522,-0.6530081201742745,0.858616937953904,0.12887777436498835,-1.599666493396172,2.30122238547829,-0.9678337819850874,-0.331159800518216,-1.8659577015039066,1.1603738751686028,-0.5205458691301394,0.554865074371525,0.8560696212193623,1.4833411660894504,-0.8875352989453474,-1.0639351829086587,1.0462749518405075,0.404610322014495,-1.2517830492817004,0.23568299541328716,0.37449946075645824,-0.31513401944903924,-0.5430670070613142,3
23,-3.4092700953163084,-1.6397627875358975,1.8141001184233192,-1.3735730252248417,0.056230333770806135,-0.6051681781949926,2.105285714018348,-1.496148678028598,1.9731729419093638,0.13938057714739177,-0.8756264990672932,-0.28746900128737624,-0.09816017796962312,-0.638933408802188,-0.4095499838203834,-0.2037660145528221,-0.8020336624062067,-0.42988542882507025,0.06741451700219844,0.4189042491342021,-0.04588354106633184,-0.26755978254323404,-0.29332977302064234,0.08422789546682703,-0.1231372458990223,3
24,-3.3368434467789103,0.6992011003078465,-1.9395270419039166,-0.6598707855095138,1.5347566504489416,-0.6005822374107107,-0.5396931424345457,0.6344553004515652,0.5109885966820312,-0.43298356369001123,-0.7888370012898025,2.7286213204379055,1.0696511174724008,0.9074115798414669,0.941302186248138,0.6468731476817438,0.0008243916676299427,-0.40963275382096853,-0.7458461177121716,-0.284407066818094,0.11760954444827347,0.0719196481246848,0.49028305188436594,0.009533625283610594,-0.5001366959927364,3
25,2.5225582390478904,-1.2711338867161992,1.41451471207127,1.185044556863588,1.6625533261602263,0.8792285393337909,-1.5793056669060992,1.5233620778536876,-1.8676501260037774,-0.7045964328305585,-1.0967047819183835,2.1344518085003705,0.9651564137467102,-0.06866632635129333,-0.7941949609077957,-0.4518306130836294,-0.9163514364795936,-0.1714954866149994,0.7187929664706462,-0.7585676567098176,1.0264699187647242,-0.6375032949528715,-0.1963891614188919,0.4745505017335996,-0.010867448705011218,4
26,-3.3650308356175413,-1.7957387325139211,1.7194006779109634,3.0761708780547146,-1.9446288129401699,0.7217264629654362,0.4596321501551484,-1.0772838285852628,0.7073709187761713,-1.0603219306357352,-0.9000544598295425,0.14365511782911936,-1.3031627370550756,0.4728912771110253,-1.1014500530730378,0.6971139122290241,0.8455192754340117,0.40801641262207733,-0.38350433639256504,-0.14925822308894446,-0.2725274906610106,0.027403756249758705,-0.5352521800115808,-0.7583997853541512,0.604274846497851,3
